Timestamp,Load_Percent,Temperature_C,Season,Day_Type
2024-01-01 00:00:00,41.789665519828496,-5.124785922217177,Winter,Weekday
2024-01-01 01:00:00,35.49688985753099,-0.21732944699106782,Winter,Weekday
2024-01-01 02:00:00,33.55213147175993,0.3602758224393756,Winter,Weekday
2024-01-01 03:00:00,39.64084637463871,2.960098272296224,Winter,Weekday
2024-01-01 04:00:00,41.28997850715988,-3.3857806730950886,Winter,Weekday
2024-01-01 05:00:00,26.082949102610677,8.39905624145819,Winter,Weekday
2024-01-01 06:00:00,40.42768966305605,3.89227094292524,Winter,Weekday
2024-01-01 07:00:00,57.46413107777677,-2.6927097372000746,Winter,Weekday
2024-01-01 08:00:00,47.40186591894235,1.3139592889820628,Winter,Weekday
2024-01-01 09:00:00,68.42631299579398,0.5696443295389799,Winter,Weekday
2024-01-01 10:00:00,64.09317483502757,6.720993143687858,Winter,Weekday
2024-01-01 11:00:00,58.89902585200077,3.7173657178301047,Winter,Weekday
2024-01-01 12:00:00,47.5912440529302,11.390751269293977,Winter,Weekday
2024-01-01 13:00:00,61.41536113680521,-3.5010399077855925,Winter,Weekday
2024-01-01 14:00:00,51.92812896834775,-2.2999282024713916,Winter,Weekday
2024-01-01 15:00:00,61.81852655961882,-4.8272935393486796,Winter,Weekday
2024-01-01 16:00:00,90.52245161707071,4.495985523789929,Winter,Weekday
2024-01-01 17:00:00,68.36535754234131,0.029534608223999847,Winter,Weekday
2024-01-01 18:00:00,75.08298726896906,-5.901237016454229,Winter,Weekday
2024-01-01 19:00:00,66.69626349230367,-0.5102900189063933,Winter,Weekday
2024-01-01 20:00:00,66.2051684634587,-0.4166426950613028,Winter,Weekday
2024-01-01 21:00:00,79.96541914529608,-3.607199803090186,Winter,Weekday
2024-01-01 22:00:00,53.9576554683563,0.4830331742780537,Winter,Weekday
2024-01-01 23:00:00,53.86335891262261,3.7437604510569495,Winter,Weekday
2024-01-02 00:00:00,42.54303641798569,2.3375462820096025,Winter,Weekday
2024-01-02 01:00:00,48.3323677416462,7.981000454704137,Winter,Weekday
2024-01-02 02:00:00,39.96426777150425,4.165767836696836,Winter,Weekday
2024-01-02 03:00:00,40.81454121459563,4.369813516102758,Winter,Weekday
2024-01-02 04:00:00,55.54100178617871,4.866900494631467,Winter,Weekday
2024-01-02 05:00:00,38.17395036790055,5.729817059369454,Winter,Weekday
2024-01-02 06:00:00,43.715715245033024,1.8076828666460119,Winter,Weekday
2024-01-02 07:00:00,52.95711575730204,-3.757894480761781,Winter,Weekday
2024-01-02 08:00:00,60.72346739882231,-2.5620275684252203,Winter,Weekday
2024-01-02 09:00:00,56.60602475007123,1.9123140254953965,Winter,Weekday
2024-01-02 10:00:00,55.79237934606476,-15.563824268555845,Winter,Weekday
2024-01-02 11:00:00,65.8945044490656,9.494334501259873,Winter,Weekday
2024-01-02 12:00:00,52.820115975000405,-3.6673605137478464,Winter,Weekday
